,Unnamed: 0,id,title,content,date,push,boo,idx
116,216,M.1502372180.A.298,[問卦] 喜歡在廁所做怪事的人在想什麼？,如題 歹年冬 搞肖郎 這年頭連廁所都有各種奇奇怪怪的人做莫名其妙的事  我上班的地方 廁所是整層樓共用的 男女廁各有三個隔間(都是坐式) 因為是和其他數間公司共用廁所 幾乎每天都可以遇到不認識的人做一些無法理解的事情 例如： 1.大便俠 從學生時代就有的存在 不論是多神奇的地方都可以沾排泄物上去 讓人百思不得其解到底是怎麼拉在那種地方的??? 難道是屁股長在臉上？ 2.文青人 下午時段會默默的站在廁所窗邊 45度角仰望天空 一臉憂愁 可是瑞凡 你擋到我進廁所了 3.廁所主唱 一個人在隔間裡開心哼歌 或許是心情好 或許是醞釀排泄情緒 聽得我明明尿完了還差點閃尿 4.自我對話者 擅長跟自己對話的人 有的人輕聲細語 有的人大聲交談 (還以為在講電話) 有的人如悄悄話般呢喃 族繁不及備載 不知道這些人到底在想什麼？ 有八卦嗎？ ,Thu Aug 10 21:36:12 2017,4,0,216
117,217,M.1502372142.A.795,[問卦] 生物能在多高的溫度下生存？,安安肥宅們 持續高溫的這幾天 小魯有個疑問 最能承受高溫的生物是哪位啊？ 大概能承受多高溫啊？ 別說是肥宅 肥宅還沒40就受不了了 ,Thu Aug 10 21:35:40 2017,7,3,217
118,218,M.1502371239.A.A89,[問卦] 貓貓會怕寂寞嗎?? ,板上的30μm BMI39.8787的ED臭魯宅們 晚上好 剛才阿肥在房內正準備要開NB找波多野下馬片來研究研究 但某隻貓貓卻吵著要出去 放牠出去後又一直在門外喵喵叫 開了門就牠立馬溜走 如此loop三次後讓阿肥看片的興致都沒了 以為在烽火戲諸侯阿...... 只好去客廳陪孽畜了QQ      阿肥出來後萌貓就乖乖的在那發呆了 難道貓貓這種生物也會怕寂寞嗎? 與平常邊緣慣了的肥宅不同 牠們是不是其實外冷內熱~ 總是空虛寂寞覺得冷 需要人陪呢? ?( づω）づ 至於某隻肥宅貓 從下午就在客廳厭世到現在了 沒救啦~       特典 ,Thu Aug 10 21:20:36 2017,32,3,218
119,219,M.1502371516.A.932,[問卦] 用愛發電真的在逐步達成中~~~~~~,反核大勝利用愛發電真的在逐步達成中.. 現在看來解法就是一直蓋電廠在外縣市 用別人的愛發電 ，達到自私用電。 核電有核風險 反核 核四敢改火力有廢氣馬上轉職 反火 電價倍數漲種昂貴綠電馬上轉職 反漲 雖然核廢料絕對不會放誰家， 但現在蓋火力廢氣卻扎扎實實給中南部上百萬家庭在過濾。 北部缺電結小電也不是辦法，南電北送損電力，颱風斷了更糟 下一步改北部全面綠電，電價變貴，沒關係， 中南部人用便宜火力吸廢氣還是要承擔變貴電價，哈哈 (看來這些綠縣市會一致變反綠，某黨，科科) 核風險廢氣漲價 我們一個都不承擔 反核 反火 反漲， 不反自私() YA,Thu Aug 10 21:25:05 2017,5,4,219
120,220,M.1502371501.A.969,[問卦] 大家從幾歲開始帶著錢不會緊張?,大家晚安 相信大家在小時候都有繳過班費、便當費之類的 而我所謂的小時候大概就是10歲以前吧 像小魯在小時候身上帶超過500就會開始很緊張 很怕被別人偷拿走 或是家裡長輩給零用錢500 都會很捨不得花 連買一瓶舒跑都會深思熟慮 害我那時候遊戲王都只能玩盜版的QQ 但是到了長大 物價漸漸地上漲 買了很多東西也沒有小時候心思縝密 隨便就輕易花個快100買一份宵夜 讓我都快接近87公斤惹 :( 現在平均皮包裡都帶差不多5002500左右 而且也沒有小時候那麼怕被偷走 個人大概是13歲開始就不會緊張 現在除非身上帶超過8000才會緊張 想問大家從幾歲開始身上帶錢不會緊張呢?? 有沒有掛兒~~~~ ><,Thu Aug 10 21:24:58 2017,9,7,220
121,221,M.1502371451.A.793,[問卦] Costco的丹普為啥沒人買?,我觀察滿久的。 Costco的丹普床墊幾乎大家都躺一下， 然後就閃了，幾乎沒看到有人下單。 但Costco的丹普床墊真的滿划算的。 Queen size才八萬多。 專櫃少說要12萬。 連日本進來的水貨都沒這麼便宜。 美國最便宜也要2599USD， 都快八萬了，加個稅阿運費的，一定比Costco貴。 都賣這麼便宜了，怎麼還沒啥人買呢? 記得算我一份。,Thu Aug 10 21:24:09 2017,11,3,221
122,222,M.1502371427.A.32B,[問卦] 這年頭房間貼明星海報很奇怪嗎？,記得以前大家都會貼喜歡的明星海報阿 我也是一樣 怎麼現在這個年頭 每個來我房間的、不管是朋友、女友還是親戚小孩 都覺得很神奇？ 難道現在人不在房間貼明星海報了嗎？ 我房間是貼這些     ,Thu Aug 10 21:23:41 2017,7,2,222
123,223,M.1502371410.A.825,[問卦] 大家會用伊媚兒嗎?,大家好 我今天上電腦課，老師教我們用伊媚兒 要我們申請奇摩的信箱 不過我因為在玩皮卡丘打排球所以沒有聽到老師說怎麼用 請問有人有在用伊媚兒可以教一下嗎? 謝謝大家 ,Thu Aug 10 21:23:26 2017,6,2,223
124,224,M.1502371860.A.C0B,[問卦] 有沒有解壓縮的八卦,剛剛在傻花版看到有人在討論 如果孕婦排隊解壓縮的話 女孩們會不會森氣氣 肥宅我還以為孕婦解壓縮的意思是要生小孩了 看推文才知道原來解壓縮意指一人代排隊 後來蹦出數人之情形 肥宅我只知道rar zip還有yo叔繞過去 解壓縮之新解算大眾用法嗎 還是其實是26來的 或是是隔壁版才會這樣用啊 肥宅我是不是落伍了 有沒有八卦ㄋ ,Thu Aug 10 21:30:57 2017,2,2,224
125,225,M.1502371759.A.61D,[問卦] 有沒有印度這50年來性情大變的八卦?,印度這個地方 往前推算２０００年 一般是比較陸封性 也就是說 從來只有被進出的份 很少進出別人 可是這50年來 好像性情大變 喜歡四處惹事 找鄰居pk 甚至把鄰居滅門(錫金) 有沒有印度這50年來性情大變的八卦? ,Thu Aug 10 21:29:16 2017,0,0,225
126,226,M.1502371746.A.4F1,[問卦] 中華民國海軍去挑釁俄羅斯遠東海軍會怎樣,中華民果海軍軍力 算是排得上世界前幾名 如果中華民國海軍 去挑釁 俄羅斯在遠東地區的海軍艦隊 中華民國海軍大概多少時間可以完封俄羅斯遠東海軍艦隊？ 有沒有這方面的八卦？？ ,Thu Aug 10 21:29:03 2017,6,7,226
127,227,M.1502371738.A.746,[問卦] 有沒在學校投棒球都被打籃球趕走的八卦,依稀記得以前高中的時後 在學校操場草地上投棒球(沒有棒子 純粹傳接球) 結果籃球隊的教練就過來說 你們別在這裡傳接球 萬一打傷籃球校隊隊員怎麼辦 又被說棒球沒發展價值blabla 就被趕走了 有沒有打籃球就比打棒球的先高一個等級的八卦  我老婆 胡桃 親密100  我小三 詩穗 親密100  這是我妹 親密不用說 當然也是100,Thu Aug 10 21:28:55 2017,2,1,227
128,228,M.1502371699.A.082,[問卦] 在臺灣種柚木能賺錢嗎?,詩Ｘ柚木 隨便一張柚木原木椅就好幾萬起跳 一般家具行便宜一點 也要兩三萬 柚木主要生產國在東南亞 現在很多都禁止柚木出口 台灣南部也有很多人種 個人看中這個商機 於是投入柚木種植 目前培育柚木苗約百棵 請問在台灣種柚木能賺錢嗎？ ,Thu Aug 10 21:28:16 2017,24,2,228
129,229,M.1502371047.A.368,[問卦] 有沒有公車上的耳機的八卦,小妹我終於下班了 好不容易等到回家的公車 走到最後一排舒服的坐下 結果腳邊出現一副潮潮愛用蘋果耳機  剛好前陣子耳機壞掉 怎麼辦 這是上天的旨意嗎 撿起來用的話會不會就不是一個人回家了 想撿又怕怕 有沒有這方面的八卦阿？ Sent from JPTT on my iPhone ,Thu Aug 10 21:17:24 2017,4,4,229
130,230,M.1502371004.A.372,[爆卦] 350億獵雷艦弊案懶人包by Stevenjeff大大,從2015年Stevenjeff大大陸續爆料慶富得標350億獵雷艦的弊案內幕後 最近弊案的真相陸續浮上檯面，破案好像出現希望 但已經非常久沒看到Stevenjeff大大上線，且帳號好像已被重新註冊? 小的替Stevenjeff大大整理過去針對慶富獵雷艦弊案的爆料結合最新發展，做成懶人包 希望大家幫忙高調、轉載 ====慶富獵雷艦弊案懶人包==== 慶富獵雷艦弊案時間軸 2011馬英九宣布國艦國造計畫 2013年年底，獵雷艦標案第一次招標 2014.4.28 慶富和中國香港L3 capital簽下聲納購買契約 2014.9 獵雷艦招標（慶富、台船、中信三家競標）爆評審被收買八卦 2014.10.23 慶富得標(多項資格不符，卻能與台船評審分數相當，進行抽籤) 2014.11.3 慶富和國防部簽約，拿到預付款15.2億 2015.8 慶富以資金不足為由，向馬英九陳情求貸款 2015.9.3 慶富應於9/3取得輸出許可，但未能完成 竟以美國在臺協會書函施壓延期至11/3 2015.10 慶富以12月1日開工為由，向海軍提出資金需求 要海軍事先撥給需要輸出許可才能動用的33.22億 2015.10.15 慶富提出調解，再次規避11/3的輸出許可到期日 同日，Stevenjeff大大在PTT上第一次爆料350億獵雷艦弊案 1. 吳敦義介入幫忙慶富喬205億聯貸案（全為官股銀行） 2. 同時爆出決標當時慶富評比因為條件限制，最高只能拿836分 結果八位評審中有五位給了慶父超過836分。最終才能得標 2015.11.3 慶富仍未取得輸出許可，海軍卻未終止合約 2016.1.16 蔡英文當選總統，民進黨成為國會多數黨 2016.2.4 慶富取得多家官股銀行的205億聯貸案合約 2016.5.20 蔡英文上任 2017.6.13 慶富匯款9億至不知名海外紙上公司 2017.8.9 慶富因傳出30億詐貸案受高雄地檢署偵查 結論 1. 國艦國造計畫中， 爆發慶富的350億獵雷艦弊案 弊案從開標、得標到後續政府主導公股銀行聯貸205億給慶富，皆在馬英九總統任內發生 2. Stevenjeff大大指稱吳敦義在205億的聯貸案中扮演重要腳色 3. 國民黨立委馬文君以獵雷艦弊案攻擊國艦國造，似乎忘記弊案是國民黨一手造成? 從馬英九、吳敦義好像都是國民黨? 有興趣的鄉民也可以看圖表版  希望Stevenjeff大大一切安好 ,Thu Aug 10 21:16:41 2017,473,14,230
131,231,M.1502370967.A.C33,[問卦] 歐美的人普遍數學很爛？,聽人說過 黃種人數學很強 也有人聽過歐美在便利商店買東西 也要用手指算錢的八卦 歐美的人數學真的這麼爛嗎 ,Thu Aug 10 21:16:04 2017,21,7,231
132,232,M.1502370958.A.F31,[問卦] 為什麼despacito 這麼紅,雷鬼音樂雖然也好聽 但這首歌感覺就是中上適合夜店放 拉美裔又是世界強勢的文化輸出之一 但是這幾個元素加起來 為什麼就能世界第一 有沒有八卦呢? 我覺得Sugar Maps Shape of you還比較適合當冠軍 我覺得其實可以,Thu Aug 10 21:15:55 2017,5,1,232
133,233,M.1502370945.A.54B,[問卦] 有沒有朱俐靜的八卦!?,乳提 超偶唯二讓我突擊猜謎會記得的人 身材好像很好卻很少露 在前東家不知道怎樣今年出來自組的新公司 一直有作品但沒啥人在討論他 長的有點像水嶋津實 有沒有相關八卦? ,Thu Aug 10 21:15:42 2017,12,0,233
134,234,M.1502370810.A.613,[問卦] 為什麼不推甲血甲用,甲甲說禁止有男男性行為的人捐血 是恐同歧視 那可以註記甲甲的血 然後甲血甲用嗎 因為我們低等異性戀都恐同 不配用高貴的甲甲血 所以異性戀用低等的異性戀血就好 高級的甲甲血留給甲甲用 皆大歡喜? 叫我城武就可以了 ( )y ,Thu Aug 10 21:13:27 2017,5,1,234
135,235,M.1502371223.A.DEF,[問卦] 歐陽娜娜當你老婆要嗎？, 歐陽娜娜 17歲 腿超白 雖然被鄉民罵靠爸 死外省 但論長相真的不錯 先不論可能性 給她當你老婆你要嗎？ 那些噓她新聞的宅宅們請捫心自問 甲甲我懂你 我是帥哥喔^^,Thu Aug 10 21:20:20 2017,12,7,235
136,236,M.1502371207.A.A78,[問卦] 直屬是妹子 開撈起手式？,餓死抬頭 小弟我雖然讀了一個肥宅系 系上滿滿的都是肥宅 只有幾個妹子 而且大部分都是龍 但4 直屬盡然是個妹子 雖然只是普妹 但在這個肥宅海中 就像是夜空中的螢火蟲 那樣的鮮明 那樣的耀眼 請問如果要開撈的話 起手式是啥呢 對了要不能被發現那種喔 被我女朋友看到我就死定了 QQ 你的眉毛是一隻驕傲的鳥     ,Thu Aug 10 21:20:04 2017,2,2,236
137,237,M.1502371192.A.0CB,[問卦] 有沒有中國的大學刷分的八卦,小弟曾在中國交換學生過 那邊竟然可以給學生刷分 有些為了出國的學生 要有好的GPA就會去刷分 原本拿70分跑去刷到90分，曾加GPA 還有他們還有補考制度 比如某科被當掉，可以在下學期開學前 提早幾天到學校補考上學期被當掉的科目 有沒有中國學分刷分的八卦 國外大學知道會接受嗎? 也是985但是排名比較後面,Thu Aug 10 21:19:49 2017,0,0,237
138,238,M.1502371180.A.929,[問卦] 國中時聯絡簿的日記都寫什麼,還記得以前國中時 不是都要抄聯絡簿嗎 上面是寫作業的項目 下面會有幾行讓你寫今日隨筆 有點類似小型日記 每天都要寫 記得國中時的班導是教國文的 聯絡簿上的日記他會改 然後還會寫評語 我以前每次到作業寫完 要寫日記時 都不知道要寫什麼 他說不可以記流水帳 可是那時候的日子每天都過得差不多阿 啊我又不是很會寫作文的那種 而且我最討厭的科目是國文 還有 作文之類的東西 好奇你們以前國中時練絡簿上的隨筆都寫些什麼東西 五樓賣屁股....,Thu Aug 10 21:19:37 2017,6,1,238
139,239,M.1502371176.A.BAC,[問卦] 酒醉肥宅坐旁邊該怎麼辦,歐森_(:3Z)_ 本魯旁邊正坐著一個喝醉酒的酒鬼 看起來就是肥宅 這樣下去我要GGㄌ 請問該怎麼辦呢 有八卦嗎？ Sent from JPTT on my iPhone 1P9qIj7 (Gossiping) 麥齊歐歐歐歐歐 好 噓屁,Thu Aug 10 21:19:31 2017,7,2,239
140,240,M.1502371130.A.02B,[問卦] 瓊恩雪諾是龍母的外甥耶,好巧喔 這樣王位繼承權 是瓊恩比較優先八 龍母哭哭 ,Thu Aug 10 21:18:47 2017,7,8,240
141,241,M.1502371114.A.1F8,[問卦] 有沒有電話保險詐騙的八卦,小弟很久以前有開了一個中信戶頭 可能有勾到同意個資用於行銷 所以有接到台灣人壽的電話 內容就是一直跟你介紹保險 然後問你覺得怎麼樣 保費能不能負擔 VISA金融卡付費的話你覺得可不可以 只要跟他說那你寄紙本保單來給我看看我再決定 就會一直跳針說 你聽了覺得怎麼樣 無限輪迴 最後會跟你要地址 你會以為他要寄保單給你看看 其實錯了 他要地址是要直接寄給妳已經確認投保的單子 後來才知道原來對話都有錄音 只要你口頭說好 或是嗯嗯 喔喔 ok阿 契約就成立了 這樣算是合法詐騙嗎 有人也有類似經驗嗎? ,Thu Aug 10 21:18:32 2017,2,0,241
142,242,M.1502370550.A.9BD,[問卦] 有沒有心很累的八卦,就是 有一種無力感 感覺很想抽根菸 但我戒了... 感覺很想尻一槍 但又沒那葛力氣... 總覺得 R~~~齁棄喇... 一種心很累的感覺 不知道是什麼心態 有沒有八卦... 標題 [討論] 為什麼沒人說Metta World Peace抱腿 1L9f5D7r 看板 NBA 不發我也不知道幹嘛 心很累 就戒惹... 對阿 哀 總覺得活到今天也無所謂的感覺 哀... 我在懷疑是不是今天是國際懶惰日的關係...(偏向自暴自棄 我也剛剛滑臉書才知道...,Thu Aug 10 21:09:06 2017,17,1,242
143,243,M.1502370440.A.4E7,[問卦] 肥宅在性慾最強的時候沒炮打？,94R 男性性慾高漲的年歲應該是20歲左右 偏偏大部分肥宅 要有得打砲常常都等了年紀大了性慾不那麼強時才有得回收 性慾強的時候只能尻 有女人幹的時候已經不怎麼有性慾了 這樣是否很可憐？ 有無八卦？ ,Thu Aug 10 21:07:18 2017,8,2,243
144,244,M.1502370373.A.4D5,[問卦] 月亮為什麼不會.......,大家暗安 今天的月亮好大好圓好黃 可是為什麼月亮都不會閃 其他的星星都會閃 謝謝各位 減少對中國依賴度，才能阻止中國的蠻橫 減少對中國依賴度，才能阻止中國的蠻橫 減少對中國依賴度，才能阻止中國的蠻橫 減少對中國依賴度，才能阻止中國的蠻橫 減少對中國依賴度，才能阻止中國的蠻橫,Thu Aug 10 21:06:10 2017,7,1,244
145,245,M.1502370793.A.250,[問卦] 第一次煮米的年齡,大家好， 請問大家第一次煮飯年齡是幾歲? 今天 31 熟宅第一次煮胚芽米 在沒有量杯狀況下，用隨便的不鏽鋼憑感覺 扔進員工宿舍電鍋  發現胚芽並不難吃 有掛嗎 ,Thu Aug 10 21:13:10 2017,18,5,245
146,246,M.1502370692.A.2B8,[問卦] 如果當年后羿沒有射的話,咪娜桑 空恩幫哇 4說如果當年 後裔沒有射死那麼多太陽的話 這樣太陽能484就可以發電更簡單 不用大家在那邊吵核能要不要用啦 有沒有當年后羿沒射死那麼多太陽 484太陽能就能更發展了 有卦嗎 真心發問 謝謝大家 這是一篇廢文 Sent from JPTT on my LGE LGD838. ,Thu Aug 10 21:11:30 2017,5,1,246
147,247,M.1502370626.A.A65,[問卦] 影劇明星跟酒店小姐的差別,酒店小姐因為職業的關係 很少曬太陽 又重視保養跟化妝 皮膚都很白皙細緻 影劇明星也是 所以 要怎麼分辨呢? ,Thu Aug 10 21:10:20 2017,1,0,247
148,248,M.1502370612.A.F05,[問卦] 很多人不知道AI打星海其實比圍棋難???,先講結論 要讓通用型AI在星海上贏過人類 絕對比在圍棋上贏過人類更難 deepmind 征服圍棋後 表示接下來要征服的目標是 星海 結果 板上一堆草包 好像天真的以為AI連圍棋都贏了 要贏星海一定很容易 但事實上星海這種遊戲 不但搜索空間的複雜程度比圍棋高出10個量級以上 還要考驗AI面對訊息不完全的能力 你會覺得圍棋難很多是因為 人和電腦擅長的東西根本完全不一樣 要讓AI在星海完爆人類 絕對比圍棋更困難 所以deepmind和阿里巴巴才在攻克圍棋後 把星海視為重點項目 一堆87 還在講什麼手速 微操就虐爆你 人家deepmind根本不是在看這個好嗎? 有沒有板上一堆人其實根本不懂AI 連星海比圍棋難都不知道 卻又愛腦補AI的八卦? 不只是操作 每個當下盤面訊息是不完全的 時序和空間的推理能力 比圍棋複雜的多的搜索空間 都是大挑戰 真不知道為啥板上一堆87 覺得AI在星海贏人類很容易...,Thu Aug 10 21:10:10 2017,34,5,248
149,249,M.1502370032.A.7E4,[問卦] 跑回來主持代表什麼？,十年河東十年河西 有的人又重新上岸產卵 看到女人543 一陣不舒適 頭又開始痛痛的 想問大家認為 重新主持代表了什麼？ 1.代表在中國混不下去 2.代表還有剩餘價值 3.代表家不會背叛妳 4.代表老鼠屎化，徹底不行了 Sent from JPTT on my iPhone ,Thu Aug 10 21:00:28 2017,1,0,249
150,250,M.1502369968.A.BEC,[問卦] 長相不好看的外國人也可以輕鬆把台女？,請問一個問題 長相不好看的外國人阿 是不是也可以輕鬆把台女啊？ 像是這男的Im Jonas 有台灣女友  圖片轉自FB ,Thu Aug 10 20:59:26 2017,9,3,250
151,251,M.1502369929.A.27C,[問卦] 一輩子沒被女生喜歡過怎麼辦啊,就算是再怎麼樣的男生女生 國中國小總是會有不為什麼就是被喜歡或喜歡的人吧 但我這輩子都沒被女生喜歡過啊 為什麼啊 世界這麼大排列組合也輪不到我啊 怎麼辦啊 啊啊 啊啊啊啊 好想跟小學女生交朋友 ,Thu Aug 10 20:58:46 2017,16,2,251
152,252,M.1502369922.A.56C,[問卦] 肥宅去RTU會受到譴責嗎？,如題 台灣電音指標性趴踢 Road To Ultra 差不多要到惹 我好多潮潮朋友都要去 這次又有Martin Garrix了 年初沒去到今天他居然又來了 還有ZEDD、NICKY ROMERO、迷妹很愛的老菸槍 這陣容也是頗豪華惹 肥宅去這麼潮的派對會不會讓周圍的人很解high？ 是不是有點不太好意思 自己為了high 為了自己飽眼福 卻讓別人不開心 這是不是個很自私的舉動 會受到譴責嗎 有沒有八卦？ ,Thu Aug 10 20:58:40 2017,2,0,252
153,253,M.1502370181.A.480,[問卦] 有沒有看起來很呆但其實很聰明的人?,如題 有沒有那種看起來很憨厚 呆呆笨笨的 但卻比常人聰明 有嗎 想問一下 現實生活中有這種人嗎? ,Thu Aug 10 21:02:59 2017,22,2,253
154,254,M.1502370171.A.979,[問卦] 有沒有爵青的八卦？,爵青（19171962） 本名劉佩，滿洲國著名作家，出生於吉林省長春，滿洲旗人出身 1942年以《歐陽家的人們》一書獲得盛京時報文學賞 著有長篇小說《歐陽家的人們》、《黃金的窄門》等書 有沒有爵青的八卦？ 我老婆1  我老婆2  我老婆3  我老婆4  我老婆5  我老婆6  我老婆7  我老婆8 ,Thu Aug 10 21:02:32 2017,2,0,254
155,255,M.1502370102.A.A34,[問卦] 有沒有頭髮及腰的八卦,餓死抬頭 小弟我最近聽到頭髮的長度最好不要過腰的事情 我就開始很好奇為什麼頭髮的長度不要太長 是因為不好整理還是說浪費洗髮精啊 但這樣為什麼是不要過腰 而不是不要過胸就好啊 所以說有沒有頭髮長度不要超過腰的八卦啊? 是否有專板 ， 本板並非萬能問板 。 兩則 問卦， 自刪及被刪也算兩篇之內 ， 本看板嚴格禁止政治問卦 ， 發文問卦前請先仔細閱讀相關板規 。 一行文 、 未滿20字視同鬧板 ，請注意,Thu Aug 10 21:01:39 2017,5,0,255
156,256,M.1502370084.A.1CD,[問卦] 肥宅離職前告知女同事有加分嗎,肥宅如果和女同事說他要離職啦 女同事會不捨然後留下肥宅聯絡方式或是給告白嗎？ 這樣在她心中有沒有加分作用 ,Thu Aug 10 21:01:21 2017,6,4,256
157,257,M.1502369610.A.A6E,[問卦] 國旅卡是不是應該要推廣到全台?,這張卡真是太棒惹 每年有16000可以刷 而部分勞工朋友們看得眼紅 不如每個人都有一張 就沒這問題了 國旅卡這麼好的東西 是不是應該推廣到全台? 有八卦嗎 ,Thu Aug 10 20:53:27 2017,26,6,257
158,258,M.1502369606.A.F10,[問卦] 有沒有很聰明但沒甚麼心機的八卦?,如題 想請問一下 有沒有智商很高 理解力很強 但卻沒甚麼心機的八卦 不會刻意去汲汲營營 機關算盡 甚至有時會被騙的情形 想請問一下 有這種人嗎? ,Thu Aug 10 20:53:24 2017,13,0,258
159,259,M.1502369593.A.765,[問卦] 台灣不要辦次級運動會是不是比較好,就是像世運 世大運 聽奧這些 辦了台灣也沒比較好 人家搶奧運是要搶觀光財 這些賺不到什麼錢所以沒幾個國家要搶 我們辦了花一堆錢 票也沒賣出幾張 錢也不可能賺得回來 運動會過了 一堆蚊子館在那邊 一周年了還要在那邊周年慶放鬼煙火 台灣是不是不要辦一堆次級運動會 把錢留在台灣應該還可以拿去做很多事 ,Thu Aug 10 20:53:09 2017,4,1,259
